"","Flavor","brand","contains_pecans","contains_coffee","contains_walnuts","contains_rum","contains_cream.cheese","contains_brown.sugar","contains_cinnamon","contains_lemon.juice.concentrate","contains_pineapple","contains_marshmallow","contains_cookie.dough","contains_toffee","contains_caramel","contains_vegan","contains_chocolate","contains_peanuts","contains_almonds","contains_strawberries","contains_raspberries","contains_mangos","contains_banana","is_5"
"2349","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2350","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2351","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2352","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2353","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2354","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2355","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2356","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2357","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2358","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2359","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2360","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2361","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2362","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2363","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2364","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2365","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2366","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2367","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2368","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2369","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2370","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2371","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2372","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2373","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2374","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2375","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2376","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2377","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2378","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2379","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2380","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2381","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2382","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2383","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2384","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2385","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2386","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2387","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2388","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2389","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2390","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2391","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2392","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2393","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2394","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2395","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2396","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2397","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2398","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2399","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2400","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2401","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2402","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2403","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2404","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2405","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2406","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2407","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2408","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2409","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2410","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2411","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2412","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2413","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2414","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2415","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2416","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2417","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2418","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2419","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2420","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2421","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2422","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2423","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2424","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2425","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2426","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2427","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2428","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2429","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2430","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2431","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2432","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2433","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2434","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2435","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2436","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2437","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2438","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2439","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2440","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2441","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2442","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2443","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2444","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2445","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2446","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2447","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2448","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2449","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2450","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2451","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2452","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2453","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2454","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2455","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2456","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2457","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2458","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2459","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2460","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2461","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2462","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2463","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2464","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2465","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2466","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2467","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2468","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2469","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2470","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2471","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2472","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2473","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2474","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2475","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2476","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2477","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2478","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2479","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2480","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2481","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2482","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2483","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2484","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2485","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2486","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2487","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2488","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2489","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2490","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2491","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2492","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2493","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2494","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2495","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2496","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2497","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2498","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2499","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2500","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2501","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2502","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2503","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2504","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2505","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2506","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2507","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2508","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2509","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2510","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2511","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2512","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2513","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2514","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2515","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2516","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2517","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2518","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2519","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2520","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2521","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2522","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2523","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2524","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2525","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2526","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2527","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2528","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2529","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2530","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2531","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2532","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2533","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2534","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2535","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2536","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2537","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2538","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2539","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2540","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2541","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2542","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2543","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2544","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2545","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2546","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2547","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2548","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2549","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2550","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2551","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2552","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2553","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2554","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2555","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2556","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2557","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2558","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2559","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2560","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2561","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2562","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2563","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2564","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2565","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2566","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2567","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2568","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2569","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2570","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2571","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2572","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2573","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2574","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2575","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2576","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2577","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2578","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2579","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2580","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2581","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2582","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2583","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2584","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2585","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2586","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2587","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2588","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2589","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2590","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2591","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2592","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2593","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2594","vanilla","bj",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
