,key,name,subhead,description,rating,rating_count,ingredients,ingredients_as_list,parent_ingredients_as_list,parent_ingredients_as_set,contains_pecans,contains_coffee,contains_walnuts,contains_rum,contains_cream cheese,contains_brown sugar,contains_cinnamon,contains_lemon juice concentrate,contains_pineapple,contains_marshmallow,contains_cookie dough,contains_toffee,contains_caramel,contains_vegan,contains_chocolate,contains_peanuts,contains_almonds,contains_strawberries,contains_raspberries,contains_mangos,contains_banana,brand_bj,brand_breyers,brand_hd,brand_talenti
140,13_talenti,COFFEE CHOCOLATE CHIP GELATO,,"Coffee sourced from Brazil and Colombia, slow cooked into fresh milk and cream, with semisweet chocolatey chips to give it a Clearly Talenti taste. Be careful. Our Coffee Chocolate Chip gelato could turn you into a coffee gelato snob.",4.5,108,"MILK, SUGAR, EGG YOLK AND EGG, CREAM, DEXTROSE, CHOCOLATE (PROCESSED WITH ALKALI), COFFEE, COCONUT OIL, CAROB GUM, SOYBEAN OIL, NATURAL FLAVOR, SOY LECITHIN","['milk', 'sugar', 'egg yolk and egg', 'cream', 'dextrose', 'chocolate (processed with alkali)', 'coffee', 'coconut oil', 'carob gum', 'soybean oil', 'natural flavor', 'soy lecithin']","['milk', 'sugar', 'egg yolk and egg', 'cream', 'dextrose', 'chocolate', 'coffee', 'coconut oil', 'carob gum', 'soybean oil', 'natural flavor', 'soy lecithin']","{'soybean oil', 'milk', 'dextrose', 'sugar', 'coffee', 'carob gum', 'cream', 'chocolate', 'coconut oil', 'soy lecithin', 'egg yolk and egg', 'natural flavor'}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
141,14_talenti,COFFEE COOKIE CRUMBLE,,"Inspired by an affogato, Coffee Cookie Crumble, is a coffee lover’s dream. We began with cold brew gelato made with fair trade Brazilian and Colombian coffee beans and sprinkled in dark chocolate chunks. From there, we added vanilla gelato, a chocolate coffee sauce and finally traditional Italian Amaretti Cookies for a unique Talenti twist.",4.4,26,"MILK, SUGAR†, CREAM, CHOCOLATE, EGG YOLKS, WATER, WHEAT FLOUR, CORN SYRUP†, SKIM MILK, DEXTROSE†, COCOA (PROCESSED WITH ALKALI), PALM OIL, NATURAL FLAVOR, MILK FAT, COFFEE, COCOA BUTTER, VANILLA EXTRACT, EGG WHITES, SOY LECITHIN, CAROB BEAN GUM, CHOCOLATE (PROCESSED WITH ALKALI), SUNFLOWER LECITHIN, PECTIN, LEMON JUICE CONCENTRATE, MOLASSES†, BAKING SODA, SALT, GUAR GUM, LEMON PEEL","['milk', 'sugar†', 'cream', 'chocolate', 'egg yolks', 'water', 'wheat flour', 'corn syrup†', 'skim milk', 'dextrose†', 'cocoa (processed with alkali)', 'palm oil', 'natural flavor', 'milk fat', 'coffee', 'cocoa butter', 'vanilla extract', 'egg whites', 'soy lecithin', 'carob bean gum', 'chocolate (processed with alkali)', 'sunflower lecithin', 'pectin', 'lemon juice concentrate', 'molasses†', 'baking soda', 'salt', 'guar gum', 'lemon peel']","['milk', 'sugar†', 'cream', 'chocolate', 'egg yolks', 'water', 'wheat flour', 'corn syrup†', 'skim milk', 'dextrose†', 'cocoa', 'palm oil', 'natural flavor', 'milk fat', 'coffee', 'cocoa butter', 'vanilla extract', 'egg whites', 'soy lecithin', 'carob bean gum', 'chocolate', 'sunflower lecithin', 'pectin', 'lemon juice concentrate', 'molasses†', 'baking soda', 'salt', 'guar gum', 'lemon peel']","{'vanilla extract', 'skim milk', 'dextrose†', 'cocoa butter', 'chocolate', 'water', 'sugar†', 'lemon juice concentrate', 'milk', 'wheat flour', 'milk fat', 'pectin', 'sunflower lecithin', 'coffee', 'salt', 'baking soda', 'cream', 'corn syrup†', 'palm oil', 'cocoa', 'carob bean gum', 'natural flavor', 'egg yolks', 'guar gum', 'egg whites', 'lemon peel', 'molasses†', 'soy lecithin'}",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
142,15_talenti,COLD BREW COFFEE SORBETTO,,"Our Cold Brew Coffee Sorbetto is created by perfectly blending fair-trade Brazilian and Colombian cold brew coffee with everything but the milk. If this sorbetto was a coffee, we’d call it a South Americano.",4.5,131,"WATER, SUGAR, EGG YOLKS AND EGG WHITES, COCONUT OIL, ALMONDS, COFFEE EXTRACT CONCENTRATE, DEXTROSE, CAROB BEAN GUM,VANILLA EXTRACT","['water', 'sugar', 'egg yolks and egg whites', 'coconut oil', 'almonds', 'coffee extract concentrate', 'dextrose', 'carob bean gum', 'vanilla extract']","['water', 'sugar', 'egg yolks and egg whites', 'coconut oil', 'almonds', 'coffee extract concentrate', 'dextrose', 'carob bean gum', 'vanilla extract']","{'almonds', 'vanilla extract', 'dextrose', 'coffee extract concentrate', 'sugar', 'egg yolks and egg whites', 'water', 'coconut oil', 'carob bean gum'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
143,16_talenti,DARK CHOCOLATE CHERRY,,"This Layer was inspired by a cherry cordial and features the perfect pairing of dark chocolate and black cherry. We started with our Double Dark Gelato which features sophisticated hints of vermouth. Followed by chocolate flakes, a black cherry sauce, more Double Dark Gelato and a fifth layer of fudge truffles, this refined flavor is sure to please a crowd.",4.2,48,"MILK, SUGAR, CREAM, EGG YOLKS AND EGG WHITES, CHOCOLATE, COCOA PROCESSED WITH ALKALI, COCONUT OIL, DEXTROSE, WATER, CHERRY PUREE, CANOLA OIL, VERMOUTH, CHERRY JUICE CONCENTRATE, MILK FAT, COCOA BUTTER, WHEY, LEMON JUICE CONCENTRATE, VANILLA EXTRACT, CHOCOLATE PROCESSED WITH ALKALI, CAROB BEAN GUM, COCOA, SOY LECITHIN, SALT, NATURAL FLAVOR","['milk', 'sugar', 'cream', 'egg yolks and egg whites', 'chocolate', 'cocoa processed with alkali', 'coconut oil', 'dextrose', 'water', 'cherry puree', 'canola oil', 'vermouth', 'cherry juice concentrate', 'milk fat', 'cocoa butter', 'whey', 'lemon juice concentrate', 'vanilla extract', 'chocolate processed with alkali', 'carob bean gum', 'cocoa', 'soy lecithin', 'salt', 'natural flavor']","['milk', 'sugar', 'cream', 'egg yolks and egg whites', 'chocolate', 'cocoa processed with alkali', 'coconut oil', 'dextrose', 'water', 'cherry puree', 'canola oil', 'vermouth', 'cherry juice concentrate', 'milk fat', 'cocoa butter', 'whey', 'lemon juice concentrate', 'vanilla extract', 'chocolate processed with alkali', 'carob bean gum', 'cocoa', 'soy lecithin', 'salt', 'natural flavor']","{'cherry juice concentrate', 'vanilla extract', 'cocoa butter', 'chocolate', 'water', 'cherry puree', 'lemon juice concentrate', 'soy lecithin', 'vermouth', 'chocolate processed with alkali', 'milk', 'milk fat', 'salt', 'cream', 'cocoa', 'dextrose', 'sugar', 'carob bean gum', 'whey', 'natural flavor', 'cocoa processed with alkali', 'egg yolks and egg whites', 'coconut oil', 'canola oil'}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
144,17_talenti,DARK CHOCOLATE SORBETTO,,Recipe #59,4.2,41,"WATER, SUGAR, COCOA PROCESSED WITH ALKALI, DEXTROSE, COCONUT OIL, EGG YOLKS, EGG WHITES, CHOCOLATE LIQUOR, CAROB BEAN GUM, SEA SALT, NATURAL FLAVOR, PECTIN","['water', 'sugar', 'cocoa processed with alkali', 'dextrose', 'coconut oil', 'egg yolks', 'egg whites', 'chocolate liquor', 'carob bean gum', 'sea salt', 'natural flavor', 'pectin']","['water', 'sugar', 'cocoa processed with alkali', 'dextrose', 'coconut oil', 'egg yolks', 'egg whites', 'chocolate liquor', 'carob bean gum', 'sea salt', 'natural flavor', 'pectin']","{'cocoa processed with alkali', 'egg yolks', 'sea salt', 'pectin', 'dextrose', 'sugar', 'egg whites', 'water', 'coconut oil', 'carob bean gum', 'chocolate liquor', 'natural flavor'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
145,18_talenti,DOUBLE DARK CHOCOLATE GELATO,,Our Double Dark Chocolate gelato is blended with semisweet chocolate morsels and just a dash of vermouth. Is it possible to have a crush on a frozen dessert?,4.3,50,"MILK, SUGAR, CREAM, CHOCOLATE, EGG AND EGG YOLK, DEXTROSE, COCOA (PROCESSED WITH ALKALI), VERMOUTH, MILK FAT, COCOA BUTTER, CAROB GUM, CHOCOLATE (PROCESSED WITH ALKALI), SOY LECITHIN, VANILLA EXTRACT","['milk', 'sugar', 'cream', 'chocolate', 'egg and egg yolk', 'dextrose', 'cocoa (processed with alkali)', 'vermouth', 'milk fat', 'cocoa butter', 'carob gum', 'chocolate (processed with alkali)', 'soy lecithin', 'vanilla extract']","['milk', 'sugar', 'cream', 'chocolate', 'egg and egg yolk', 'dextrose', 'cocoa', 'vermouth', 'milk fat', 'cocoa butter', 'carob gum', 'chocolate', 'soy lecithin', 'vanilla extract']","{'vermouth', 'milk', 'milk fat', 'cocoa', 'egg and egg yolk', 'dextrose', 'vanilla extract', 'sugar', 'carob gum', 'cocoa butter', 'cream', 'chocolate', 'soy lecithin'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
146,19_talenti,FUDGE BROWNIE GELATO,,"Fudge Brownie gelato. Real, gooey, perfect brownies blended into our dark chocolate gelato. And we added a swirl of rich, dark fudge because we clearly wanted to go all in on this pint.",4.7,34,"MILK, SUGAR, CREAM, EGG AND EGG YOLK, CHOCOLATE, DEXTROSE, COCOA (PROCESSED WITH ALKALI), WHEAT FLOUR, PALM OIL, SKIM MILK, FRUCTOSE, BROWN SUGAR, CAROB GUM, COCOA, SOYBEAN OIL, SALT, NATURAL FLAVOR, SOY LECITHIN, CORN STARCH","['milk', 'sugar', 'cream', 'egg and egg yolk', 'chocolate', 'dextrose', 'cocoa (processed with alkali)', 'wheat flour', 'palm oil', 'skim milk', 'fructose', 'brown sugar', 'carob gum', 'cocoa', 'soybean oil', 'salt', 'natural flavor', 'soy lecithin', 'corn starch']","['milk', 'sugar', 'cream', 'egg and egg yolk', 'chocolate', 'dextrose', 'cocoa', 'wheat flour', 'palm oil', 'skim milk', 'fructose', 'brown sugar', 'carob gum', 'cocoa', 'soybean oil', 'salt', 'natural flavor', 'soy lecithin', 'corn starch']","{'soybean oil', 'milk', 'wheat flour', 'palm oil', 'corn starch', 'cocoa', 'egg and egg yolk', 'dextrose', 'skim milk', 'brown sugar', 'sugar', 'fructose', 'salt', 'carob gum', 'cream', 'chocolate', 'soy lecithin', 'natural flavor'}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
147,20_talenti,HAZELNUT CHOCOLATE CHIP GELATO,,"Hazelnut combines with chocolatey chips and roasted hazelnut pieces to create this Clearly Talenti take on a classic. Hazelnut Chocolate Chip gelato: the clear choice if you’re sweet and nutty, and looking for your gelato doppelgänger.",4.3,72,"MILK, SUGAR, CREAM, HAZELNUTS, CHOCOLATE, DEXTROSE, MILK FAT, COCOA BUTTER, CAROB BEAN GUM, CHOCOLATE (PROCESSED WITH ALKALI), VANILLA EXTRACT, XANTHAN GUM, SOY LECITHIN","['milk', 'sugar', 'cream', 'hazelnuts', 'chocolate', 'dextrose', 'milk fat', 'cocoa butter', 'carob bean gum', 'chocolate (processed with alkali)', 'vanilla extract', 'xanthan gum', 'soy lecithin']","['milk', 'sugar', 'cream', 'hazelnuts', 'chocolate', 'dextrose', 'milk fat', 'cocoa butter', 'carob bean gum', 'chocolate', 'vanilla extract', 'xanthan gum', 'soy lecithin']","{'milk', 'milk fat', 'vanilla extract', 'dextrose', 'sugar', 'xanthan gum', 'cocoa butter', 'cream', 'chocolate', 'hazelnuts', 'carob bean gum', 'soy lecithin'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
148,21_talenti,KEY LIME PIE GELATO,,"Real key lime puree provides a bold kick in this tangy, creamy Key Lime Pie gelato that combines with graham cracker swirls and pieces to create this pie-disguised-as-gelato that even a true Floridian could get behind. This is special batch gelato, meaning it’s only available for a few months when it’s in season!",3.6,208,"MILK, SUGAR, CREAM, DEXTROSE, WHEAT FLOUR, COTTONSEED OIL, WHOLE WHEAT GRAHAM FLOUR, COCONUT OIL, CANOLA OIL, CAROB GUM, VANILLA EXTRACT, PALM AND PALM KERNEL OIL, WHEAT BRAN, HONEY, NATURAL FLAVOR, SALT, MOLASSES, SOY LECITHIN, WHEAT GERM, CINNAMON","['milk', 'sugar', 'cream', 'dextrose', 'wheat flour', 'cottonseed oil', 'whole wheat graham flour', 'coconut oil', 'canola oil', 'carob gum', 'vanilla extract', 'palm and palm kernel oil', 'wheat bran', 'honey', 'natural flavor', 'salt', 'molasses', 'soy lecithin', 'wheat germ', 'cinnamon']","['milk', 'sugar', 'cream', 'dextrose', 'wheat flour', 'cottonseed oil', 'whole wheat graham flour', 'coconut oil', 'canola oil', 'carob gum', 'vanilla extract', 'palm and palm kernel oil', 'wheat bran', 'honey', 'natural flavor', 'salt', 'molasses', 'soy lecithin', 'wheat germ', 'cinnamon']","{'vanilla extract', 'molasses', 'canola oil', 'wheat flour', 'milk', 'whole wheat graham flour', 'cinnamon', 'honey', 'salt', 'cream', 'wheat bran', 'palm and palm kernel oil', 'dextrose', 'sugar', 'carob gum', 'natural flavor', 'cottonseed oil', 'wheat germ', 'coconut oil', 'soy lecithin'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,22_talenti,LEMON BERRY PIE,,"Inspired by a classic summer dessert, this Layer pairs sweet and tart lemon gelato, all-American blueberries with pie crust pieces and graham cracker cookies for double the pie! We steeped lemon zest in fresh cream, milk and sugar to create a perfect lemon gelato.",4.2,31,"MILK, SUGAR†, CREAM, LEMON JUICE, WHEAT FLOUR, TAPIOCA SYRUP, WATER, COCONUT OIL, BLUEBERRIES, DEXTROSE†, EGG YOLKS, PALM OIL, NATURAL FLAVOR, WHEAT BRAN, WHOLE EGG, CAROB BEAN GUM, GUAR GUM, SALT, BAKING SODA, LEMON PEEL, WHEAT GERM, SOY LECITHIN, PECTIN, RED CABBAGE JUICE (COLOR)","['milk', 'sugar†', 'cream', 'lemon juice', 'wheat flour', 'tapioca syrup', 'water', 'coconut oil', 'blueberries', 'dextrose†', 'egg yolks', 'palm oil', 'natural flavor', 'wheat bran', 'whole egg', 'carob bean gum', 'guar gum', 'salt', 'baking soda', 'lemon peel', 'wheat germ', 'soy lecithin', 'pectin', 'red cabbage juice (color)']","['milk', 'sugar†', 'cream', 'lemon juice', 'wheat flour', 'tapioca syrup', 'water', 'coconut oil', 'blueberries', 'dextrose†', 'egg yolks', 'palm oil', 'natural flavor', 'wheat bran', 'whole egg', 'carob bean gum', 'guar gum', 'salt', 'baking soda', 'lemon peel', 'wheat germ', 'soy lecithin', 'pectin', 'red cabbage juice']","{'dextrose†', 'water', 'sugar†', 'wheat flour', 'milk', 'pectin', 'tapioca syrup', 'red cabbage juice', 'salt', 'baking soda', 'cream', 'blueberries', 'palm oil', 'wheat bran', 'carob bean gum', 'lemon peel', 'whole egg', 'natural flavor', 'egg yolks', 'guar gum', 'lemon juice', 'wheat germ', 'coconut oil', 'soy lecithin'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,23_talenti,MADAGASCAN VANILLA BEAN GELATO,,"Fresh milk, sugar and cream are slow cooked and the finest vanilla beans are imported from Madagascar to create a rich, one-of-a-kind taste that’s anything but plain vanilla.",3.9,198,"MILK, SUGAR, CREAM, DEXTROSE, VANILLA EXTRACT, SUNFLOWER LECITHIN, CAROB BEAN GUM, GUAR GUM, NATURAL FLAVOR, LEMON PEEL","['milk', 'sugar', 'cream', 'dextrose', 'vanilla extract', 'sunflower lecithin', 'carob bean gum', 'guar gum', 'natural flavor', 'lemon peel']","['milk', 'sugar', 'cream', 'dextrose', 'vanilla extract', 'sunflower lecithin', 'carob bean gum', 'guar gum', 'natural flavor', 'lemon peel']","{'milk', 'vanilla extract', 'dextrose', 'guar gum', 'sugar', 'sunflower lecithin', 'cream', 'lemon peel', 'carob bean gum', 'natural flavor'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,24_talenti,MEDITERRANEAN MINT GELATO,,Our Mediterranean Mint gelato uses real mint leaves steeped for 45 full minutes to get the perfect mint taste that is only amplified by the bittersweet chocolate flecks found throughout this iconic pint.,4.7,324,"MILK, SUGAR, CREAM, CHOCOLATE, DEXTROSE, MILK FAT, COCOA BUTTER, SUNFLOWER LECITHIN, CAROB BEAN GUM, NATURAL FLAVOR, GUAR GUM, CHOCOLATE (PROCESSED WITH ALKALI), VANILLA EXTRACT, SOY LECITHIN, MINT LEAF EXTRACTIVES","['milk', 'sugar', 'cream', 'chocolate', 'dextrose', 'milk fat', 'cocoa butter', 'sunflower lecithin', 'carob bean gum', 'natural flavor', 'guar gum', 'chocolate (processed with alkali)', 'vanilla extract', 'soy lecithin', 'mint leaf extractives']","['milk', 'sugar', 'cream', 'chocolate', 'dextrose', 'milk fat', 'cocoa butter', 'sunflower lecithin', 'carob bean gum', 'natural flavor', 'guar gum', 'chocolate', 'vanilla extract', 'soy lecithin', 'mint leaf extractives']","{'milk', 'milk fat', 'vanilla extract', 'mint leaf extractives', 'dextrose', 'guar gum', 'sugar', 'sunflower lecithin', 'cocoa butter', 'cream', 'chocolate', 'carob bean gum', 'soy lecithin', 'natural flavor'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
152,25_talenti,MINT FUDGE COOKIE,,"In this Layer, our Mediterranean Mint Gelato is the star of the show. So, of course, we began with our Mediterranean Mint Gelato made with fresh mint leaves. We used chocolatey cookies for an extra crunch in our second layer and swirled in a third layer of fudge sauce. Next, we used even more Mediterranean Mint Gelato in the fourth layer and finished with chocolate cookie pieces in the final layer.",4.7,52,"MILK, SUGAR, CREAM, COCONUT OIL, WHEAT FLOUR, COCOA PROCESSED WITH ALKALI, SKIM MILK, WATER, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON,THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), DEXTROSE, CHOCOLATE, CANOLA OIL, PALM OIL AND SOYBEAN OIL, BUTTER (CREAM, SALT), NATURAL FLAVOR, SUNFLOWER LECITHIN, SOY LECITHIN, CAROB BEAN GUM, DRIED CANE SYRUP, COCOA, GUAR GUM, BAKING SODA, SALT, CORN STARCH, VANILLA EXTRACT, MINT LEAF EXTRACTIVES","['milk', 'sugar', 'cream', 'coconut oil', 'wheat flour', 'cocoa processed with alkali', 'skim milk', 'water', 'enriched wheat flour (wheat flour, niacin, reduced iron,thiamin mononitrate, riboflavin, folic acid)', 'dextrose', 'chocolate', 'canola oil', 'palm oil and soybean oil', 'butter (cream, salt)', 'natural flavor', 'sunflower lecithin', 'soy lecithin', 'carob bean gum', 'dried cane syrup', 'cocoa', 'guar gum', 'baking soda', 'salt', 'corn starch', 'vanilla extract', 'mint leaf extractives']","['milk', 'sugar', 'cream', 'coconut oil', 'wheat flour', 'cocoa processed with alkali', 'skim milk', 'water', 'enriched wheat flour', 'dextrose', 'chocolate', 'canola oil', 'palm oil and soybean oil', 'butter', 'natural flavor', 'sunflower lecithin', 'soy lecithin', 'carob bean gum', 'dried cane syrup', 'cocoa', 'guar gum', 'baking soda', 'salt', 'corn starch', 'vanilla extract', 'mint leaf extractives']","{'butter', 'vanilla extract', 'skim milk', 'canola oil', 'palm oil and soybean oil', 'chocolate', 'water', 'mint leaf extractives', 'wheat flour', 'milk', 'sunflower lecithin', 'salt', 'baking soda', 'cream', 'enriched wheat flour', 'corn starch', 'cocoa', 'dextrose', 'sugar', 'carob bean gum', 'dried cane syrup', 'natural flavor', 'cocoa processed with alkali', 'guar gum', 'coconut oil', 'soy lecithin'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
153,26_talenti,OLD WORLD EGGNOG GELATO,,"Made with fresh milk, sugar, cream, egg yolks, pure vanilla extract, and nutmeg, our Old World Eggnog gelato recipe proves that, eggnog is meant to be eaten with a spoon.",4.6,33,"MILK, SUGAR, CREAM, DEXTROSE, EGG YOLKS, CAROB GUM, VANILLA EXTRACT, NUTMEG, NATURAL FLAVOR","['milk', 'sugar', 'cream', 'dextrose', 'egg yolks', 'carob gum', 'vanilla extract', 'nutmeg', 'natural flavor']","['milk', 'sugar', 'cream', 'dextrose', 'egg yolks', 'carob gum', 'vanilla extract', 'nutmeg', 'natural flavor']","{'milk', 'egg yolks', 'vanilla extract', 'dextrose', 'nutmeg', 'sugar', 'carob gum', 'cream', 'natural flavor'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,27_talenti,ORGANIC BROWN BUTTER CARAMEL,,"Here’s a nutty, brown buttery idea. Organic caramel gelato, plus brown butter caramel (with a nutty cooked note to it), plus brown butter caramel swirls, plus a spoon, plus you. Let us know if that works for you.",4.5,20,"ORGANIC SKIM MILK, ORGANIC CANE SUGAR, ORGANIC CREAM, ORGANIC MILK, ORGANIC BUTTER (CREAM, SALT). ORGANIC GLUCOSE SYRUP, ORGANIC EGG YOLKS, ORGANIC DEXTROSE, ORGANIC CARAMELIZED SUGAR (ORGANIC CANE SUGAR, WATER), BAKING SODA, PECTIN, ORGANIC CAROB BEAN GUM, ORGANIC VANILLA EXTRACT, SEA SALT","['organic skim milk', 'organic cane sugar', 'organic cream', 'organic milk', 'organic butter (cream, salt)', 'organic glucose syrup', 'organic egg yolks', 'organic dextrose', 'organic caramelized sugar (organic cane sugar, water)', 'baking soda', 'pectin', 'organic carob bean gum', 'organic vanilla extract', 'sea salt']","['organic skim milk', 'organic cane sugar', 'organic cream', 'organic milk', 'organic butter', 'organic glucose syrup', 'organic egg yolks', 'organic dextrose', 'organic caramelized sugar', 'baking soda', 'pectin', 'organic carob bean gum', 'organic vanilla extract', 'sea salt']","{'organic milk', 'organic glucose syrup', 'organic vanilla extract', 'sea salt', 'pectin', 'organic cane sugar', 'baking soda', 'organic skim milk', 'organic butter', 'organic cream', 'organic egg yolks', 'organic dextrose', 'organic carob bean gum', 'organic caramelized sugar'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
155,28_talenti,ORGANIC CHOCOLATE MOUSSE GELATO,,"Don’t mousse out on this. Our Organic Chocolate Mousse gelato features organic dark chocolate gelato, is swirled with fudge, and is whipped to perfection. It’s handcrafted flavor at it’s finest—and fluffiest.",4.3,13,"ORGANIC SKIM MILK, ORGANIC CANE SUGAR, ORGANIC CREAM, ORGANIC MILK, ORGANIC EGG WHITES AND EGG YOLKS, ORGANIC DEXTROSE, ORGANIC CHOCOLATE, ORGANIC COCOA PROCESSED WITH ALKALI, WATER, ORGANIC BUTTER (ORGANIC CREAM, SALT), ORGANIC CAROB BEAN GUM, ORGANIC BLACK COCOA PROCESSED WITH ALKALI","['organic skim milk', 'organic cane sugar', 'organic cream', 'organic milk', 'organic egg whites and egg yolks', 'organic dextrose', 'organic chocolate', 'organic cocoa processed with alkali', 'water', 'organic butter (organic cream, salt)', 'organic carob bean gum', 'organic black cocoa processed with alkali']","['organic skim milk', 'organic cane sugar', 'organic cream', 'organic milk', 'organic egg whites and egg yolks', 'organic dextrose', 'organic chocolate', 'organic cocoa processed with alkali', 'water', 'organic butter', 'organic carob bean gum', 'organic black cocoa processed with alkali']","{'organic milk', 'organic black cocoa processed with alkali', 'organic cane sugar', 'organic skim milk', 'organic cocoa processed with alkali', 'water', 'organic cream', 'organic butter', 'organic dextrose', 'organic carob bean gum', 'organic chocolate', 'organic egg whites and egg yolks'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
156,29_talenti,ORGANIC GINGER MATCHA GELATO,,"We love this flavor so matcha, we traveled all the way to Japan for it. Dive spoon first into the taste of green tea and organic ginger steeped in organic cream, blended with Japanese matcha. No passport needed.",4.7,21,"ORGANIC SKIM MILK, ORGANIC CREAM, ORGANIC CANE SUGAR, ORGANIC DEXTROSE, ORGANIC GINGER, ORGANIC MATCHA GREEN TEA, ORGANIC GREEN TEA, ORGANIC CAROB BEAN GUM, ORGANIC VANILLA EXTRACT, ORGANIC LEMON JUICE CONCENTRATE","['organic skim milk', 'organic cream', 'organic cane sugar', 'organic dextrose', 'organic ginger', 'organic matcha green tea', 'organic green tea', 'organic carob bean gum', 'organic vanilla extract', 'organic lemon juice concentrate']","['organic skim milk', 'organic cream', 'organic cane sugar', 'organic dextrose', 'organic ginger', 'organic matcha green tea', 'organic green tea', 'organic carob bean gum', 'organic vanilla extract', 'organic lemon juice concentrate']","{'organic vanilla extract', 'organic matcha green tea', 'organic cane sugar', 'organic green tea', 'organic ginger', 'organic skim milk', 'organic cream', 'organic dextrose', 'organic carob bean gum', 'organic lemon juice concentrate'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,30_talenti,ORGANIC OAK-AGED VANILLA GELATO,,"Some things get better with age. Like our new Organic Oak-Aged Vanilla gelato, the mature, more sophisticated cousin of our classic Madagascan Vanilla. It’s an elevated gelato crafted with Organic bourbon Vanilla and hints of oak. It’s a taste you’ll want to take your time with—but might not be able to.",4.8,19,"INGREDIENTS: ORGANIC SKIM MILK, ORGANIC CREAM, ORGANIC CANE SUGAR, ORGANIC DEXTROSE, OAKWOOD EXTRACT, ORGANIC CAROB BEAN GUM, ORGANIC VANILLA EXTRACT","['organic skim milk', 'organic cream', 'organic cane sugar', 'organic dextrose', 'oakwood extract', 'organic carob bean gum', 'organic vanilla extract']","['organic skim milk', 'organic cream', 'organic cane sugar', 'organic dextrose', 'oakwood extract', 'organic carob bean gum', 'organic vanilla extract']","{'organic vanilla extract', 'oakwood extract', 'organic cane sugar', 'organic skim milk', 'organic cream', 'organic dextrose', 'organic carob bean gum'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,31_talenti,PACIFIC COAST PISTACHIO GELATO,,,4.5,201,"MILK, SUGAR, CREAM, PISTACHIOS, DEXTROSE, CAROB BEAN GUM, NATURAL FLAVOR, VANILLA EXTRACT","['milk', 'sugar', 'cream', 'pistachios', 'dextrose', 'carob bean gum', 'natural flavor', 'vanilla extract']","['milk', 'sugar', 'cream', 'pistachios', 'dextrose', 'carob bean gum', 'natural flavor', 'vanilla extract']","{'milk', 'vanilla extract', 'dextrose', 'sugar', 'pistachios', 'cream', 'carob bean gum', 'natural flavor'}",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
