,key,name,subhead,description,rating,rating_count,ingredients,ingredients_as_list,parent_ingredients_as_list,parent_ingredients_as_set,contains_pecans,contains_coffee,contains_walnuts,contains_rum,contains_cream cheese,contains_brown sugar,contains_cinnamon,contains_lemon juice concentrate,contains_pineapple,contains_marshmallow,contains_cookie dough,contains_toffee,contains_caramel,contains_vegan,contains_chocolate,contains_peanuts,contains_almonds,contains_strawberries,contains_raspberries,contains_mangos,contains_banana,brand_bj,brand_breyers,brand_hd,brand_talenti
52,52_bj,"Wake & "" No Bake "" Cookie Dough Core","Vanilla Ice Cream with Peanut Butter Cookies, Peanut Butter Ice Cream with Fudge Chips & a No Bake Cookie Dough Core","Now that we’ve core-fully captured the No Bake cookie dough of your dreams in the middle of our fudge-&-cookie-chunked peanut butter and vanilla ice creams, we bet you’ll love how it tastes when you’re awake.",3.3,68,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, SOYBEAN OIL, PEANUTS, EGG YOLKS, OATS, WHEAT FLOUR, BUTTER (CREAM, SALT), COCONUT OIL, PEANUT OIL, COCOA (PROCESSED WITH ALKALI), NATURAL FLAVOR, SALT, BROWN SUGAR, EGGS, VANILLA EXTRACT, COCOA POWDER, GUAR GUM, BAKING SODA, CARRAGEENAN, MILK FAT, SOY LECITHIN","['cream', 'skim milk', 'liquid sugar (sugar, water)', 'water', 'sugar', 'soybean oil', 'peanuts', 'egg yolks', 'oats', 'wheat flour', 'butter (cream, salt)', 'coconut oil', 'peanut oil', 'cocoa (processed with alkali)', 'natural flavor', 'salt', 'brown sugar', 'eggs', 'vanilla extract', 'cocoa powder', 'guar gum', 'baking soda', 'carrageenan', 'milk fat', 'soy lecithin']","['cream', 'skim milk', 'liquid sugar', 'water', 'sugar', 'soybean oil', 'peanuts', 'egg yolks', 'oats', 'wheat flour', 'butter', 'coconut oil', 'peanut oil', 'cocoa', 'natural flavor', 'salt', 'brown sugar', 'eggs', 'vanilla extract', 'cocoa powder', 'guar gum', 'baking soda', 'carrageenan', 'milk fat', 'soy lecithin']","{'butter', 'vanilla extract', 'skim milk', 'water', 'soybean oil', 'wheat flour', 'milk fat', 'brown sugar', 'salt', 'baking soda', 'cream', 'carrageenan', 'cocoa', 'sugar', 'cocoa powder', 'peanut oil', 'natural flavor', 'egg yolks', 'liquid sugar', 'peanuts', 'guar gum', 'oats', 'eggs', 'coconut oil', 'soy lecithin'}",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
53,53_bj,Brownie Batter Core,Chocolate & Vanilla Ice Creams with Fudge Brownies & a Brownie Batter Core,"Spooning your way to brownie nirvana? Smack dab in the middle of this brownie-chunk-filled ice cream there's a core of unbaked brownie batter calling your name. No, really. We heard it.",3.5,108,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, SUGAR, COCOA PROCESSED WITH ALKALI, EGG YOLKS, WHEAT FLOUR, BUTTER (CREAM, SALT), CHOCOLATE LIQUOR, COCONUT OIL, CORN SYRUP, COCOA POWDER, SOYBEAN OIL, INVERT SUGAR, EGGS, CANOLA OIL, SALT, GUAR GUM, EGG WHITES, CARRAGEENAN, NATURAL FLAVOR, SOY LECITHIN, BAKING SODA, VANILLA EXTRACT, MALTED BARLEY FLOUR","['cream', 'liquid sugar (sugar, water)', 'skim milk', 'water', 'sugar', 'cocoa processed with alkali', 'egg yolks', 'wheat flour', 'butter (cream, salt)', 'chocolate liquor', 'coconut oil', 'corn syrup', 'cocoa powder', 'soybean oil', 'invert sugar', 'eggs', 'canola oil', 'salt', 'guar gum', 'egg whites', 'carrageenan', 'natural flavor', 'soy lecithin', 'baking soda', 'vanilla extract', 'malted barley flour']","['cream', 'liquid sugar', 'skim milk', 'water', 'sugar', 'cocoa processed with alkali', 'egg yolks', 'wheat flour', 'butter', 'chocolate liquor', 'coconut oil', 'corn syrup', 'cocoa powder', 'soybean oil', 'invert sugar', 'eggs', 'canola oil', 'salt', 'guar gum', 'egg whites', 'carrageenan', 'natural flavor', 'soy lecithin', 'baking soda', 'vanilla extract', 'malted barley flour']","{'butter', 'vanilla extract', 'skim milk', 'water', 'chocolate liquor', 'soy lecithin', 'soybean oil', 'wheat flour', 'salt', 'baking soda', 'cream', 'carrageenan', 'sugar', 'cocoa powder', 'corn syrup', 'natural flavor', 'malted barley flour', 'cocoa processed with alkali', 'liquid sugar', 'egg yolks', 'invert sugar', 'guar gum', 'egg whites', 'eggs', 'coconut oil', 'canola oil'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
54,54_bj,Cookies & Cream Cheesecake Core,Chocolate & Cheesecake Ice Creams with Chocolate Cookies & a Cheesecake Core,"What's it called when you find yourself spoon-deep in a rich center of cheesecake in the middle of a cool ice cream universe of chocolate, cheesecake & cookies? A Core encounter of the Ben & Jerriest kind.",4.4,57,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, SUGAR, HEAVY CREAM, COCOA (PROCESSED WITH ALKALI), WHEAT FLOUR, EGG YOLKS, BUTTER (CREAM, SALT), CREAM CHEESE (PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, CAROB BEAN GUM, GUAR GUM), MILK PROTEIN CONCENTRATE, COCONUT OIL, BROWN SUGAR, EGGS, NATURAL FLAVOR, SALT, GUAR GUM, CAROB BEAN GUM, MODIFIED FOOD STARCH (CORN), SOY LECITHIN, XANTHAN GUM, BAKING SODA, VANILLA EXTRACT, CARRAGEENAN","['cream', 'liquid sugar (sugar, water)', 'skim milk', 'water', 'sugar', 'heavy cream', 'cocoa (processed with alkali)', 'wheat flour', 'egg yolks', 'butter (cream, salt)', 'cream cheese (pasteurized milk and cream, cheese culture, salt, carob bean gum, guar gum)', 'milk protein concentrate', 'coconut oil', 'brown sugar', 'eggs', 'natural flavor', 'salt', 'guar gum', 'carob bean gum', 'modified food starch (corn)', 'soy lecithin', 'xanthan gum', 'baking soda', 'vanilla extract', 'carrageenan']","['cream', 'liquid sugar', 'skim milk', 'water', 'sugar', 'heavy cream', 'cocoa', 'wheat flour', 'egg yolks', 'butter', 'cream cheese', 'milk protein concentrate', 'coconut oil', 'brown sugar', 'eggs', 'natural flavor', 'salt', 'guar gum', 'carob bean gum', 'modified food starch', 'soy lecithin', 'xanthan gum', 'baking soda', 'vanilla extract', 'carrageenan']","{'butter', 'vanilla extract', 'skim milk', 'water', 'wheat flour', 'modified food starch', 'cream cheese', 'brown sugar', 'heavy cream', 'salt', 'baking soda', 'cream', 'carrageenan', 'cocoa', 'sugar', 'xanthan gum', 'milk protein concentrate', 'carob bean gum', 'natural flavor', 'egg yolks', 'liquid sugar', 'guar gum', 'eggs', 'coconut oil', 'soy lecithin'}",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
55,55_bj,Karamel Sutra® Core,Chocolate & Caramel Ice Creams with Fudge Chips & a Soft Caramel Core,"Find your way to the ultimate ice cream experience with our Cores. Whether your primal urges lead you to the center of soft caramel or directly to the fudge chips, you’ll be in total control of your own ice cream destiny.",4.2,94,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, MILK, CORN SYRUP, COCOA (PROCESSED WITH ALKALI), EGG YOLKS, COCONUT OIL, BUTTER (CREAM, SALT), COCOA POWDER, MILK FAT, PECTIN, GUAR GUM, BAKING SODA, LACTASE, SOY LECITHIN, VANILLA EXTRACT, SALT, CARRAGEENAN, MILKFAT, NATURAL FLAVOR","['cream', 'skim milk', 'liquid sugar (sugar, water)', 'water', 'sugar', 'milk', 'corn syrup', 'cocoa (processed with alkali)', 'egg yolks', 'coconut oil', 'butter (cream, salt)', 'cocoa powder', 'milk fat', 'pectin', 'guar gum', 'baking soda', 'lactase', 'soy lecithin', 'vanilla extract', 'salt', 'carrageenan', 'milkfat', 'natural flavor']","['cream', 'skim milk', 'liquid sugar', 'water', 'sugar', 'milk', 'corn syrup', 'cocoa', 'egg yolks', 'coconut oil', 'butter', 'cocoa powder', 'milk fat', 'pectin', 'guar gum', 'baking soda', 'lactase', 'soy lecithin', 'vanilla extract', 'salt', 'carrageenan', 'milkfat', 'natural flavor']","{'butter', 'vanilla extract', 'skim milk', 'milkfat', 'water', 'lactase', 'milk', 'milk fat', 'pectin', 'salt', 'baking soda', 'cream', 'carrageenan', 'cocoa', 'sugar', 'cocoa powder', 'corn syrup', 'natural flavor', 'egg yolks', 'liquid sugar', 'guar gum', 'coconut oil', 'soy lecithin'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
56,56_bj,Peanut Butter Fudge Core,Chocolate & Peanut Butter Ice Creams with Mini Peanut Butter Cups & a Peanut Butter Fudge Core,"Find your way to the ultimate ice cream experience with our Cores. Whether your primal urges lead you to the center of peanut butter fudge or directly to the peanut butter cups, you’ll be in total control of your own ice cream destiny.",4.7,19,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, PEANUTS, SUGAR, COCONUT OIL, COCOA PROCESSED WITH ALKALI, CORN SYRUP, DRIED CANE SYRUP, EGG YOLKS, COCOA, PEANUT OIL, MILK, SALT, GUAR GUM, SOY LECITHIN, CARRAGEENAN, NATURAL FLAVOR, VANILLA EXTRACT","['cream', 'skim milk', 'liquid sugar (sugar, water)', 'water', 'peanuts', 'sugar', 'coconut oil', 'cocoa processed with alkali', 'corn syrup', 'dried cane syrup', 'egg yolks', 'cocoa', 'peanut oil', 'milk', 'salt', 'guar gum', 'soy lecithin', 'carrageenan', 'natural flavor', 'vanilla extract']","['cream', 'skim milk', 'liquid sugar', 'water', 'peanuts', 'sugar', 'coconut oil', 'cocoa processed with alkali', 'corn syrup', 'dried cane syrup', 'egg yolks', 'cocoa', 'peanut oil', 'milk', 'salt', 'guar gum', 'soy lecithin', 'carrageenan', 'natural flavor', 'vanilla extract']","{'vanilla extract', 'skim milk', 'water', 'milk', 'salt', 'cream', 'carrageenan', 'cocoa', 'sugar', 'peanut oil', 'corn syrup', 'dried cane syrup', 'natural flavor', 'cocoa processed with alkali', 'liquid sugar', 'egg yolks', 'peanuts', 'guar gum', 'coconut oil', 'soy lecithin'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
57,0_hd,White Chocolate Raspberry Truffle Ice Cream,,A truly exquisite ice cream inspired by fine chocolate truffles. We begin with pure white chocolate ice cream and swirl in satisfying chunks of chocolaty fudge truffles and a tangy raspberry ribbon.,4.9,168,"CREAM, SKIM MILK, SUGAR, RASPBERRY PUREE, LACTOSE REDUCED SKIM MILK, CORN SYRUP, EGG YOLKS, COCONUT OIL, SOYBEAN OIL, COCOA PROCESSED WITH ALKALI, COCOA POWDER, NATURAL FLAVOR, LEMON JUICE CONCENTRATE, PECTIN, COCOA BUTTER, SALT, VANILLA EXTRACT","['cream', 'skim milk', 'sugar', 'raspberry puree', 'lactose reduced skim milk', 'corn syrup', 'egg yolks', 'coconut oil', 'soybean oil', 'cocoa processed with alkali', 'cocoa powder', 'natural flavor', 'lemon juice concentrate', 'pectin', 'cocoa butter', 'salt', 'vanilla extract']","['cream', 'skim milk', 'sugar', 'raspberry puree', 'lactose reduced skim milk', 'corn syrup', 'egg yolks', 'coconut oil', 'soybean oil', 'cocoa processed with alkali', 'cocoa powder', 'natural flavor', 'lemon juice concentrate', 'pectin', 'cocoa butter', 'salt', 'vanilla extract']","{'soybean oil', 'raspberry puree', 'egg yolks', 'cocoa processed with alkali', 'pectin', 'lactose reduced skim milk', 'skim milk', 'vanilla extract', 'sugar', 'salt', 'cocoa butter', 'cream', 'cocoa powder', 'lemon juice concentrate', 'corn syrup', 'natural flavor', 'coconut oil'}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
58,1_hd,Banana Peanut Butter Chip Ice Cream,,Ribbons of rich peanut butter and bits of chocolate chips are folded into sweet banana ice cream to create this playfully indulgent flavor.,4.7,80,"CREAM, SKIM MILK, SUGAR, PEANUTS, BANANA PUREE, EGG YOLKS, COCONUT OIL, PEANUT OIL, COCOA PROCESSED WITH ALKALI, BUTTER OIL, SOY LECITHIN, SALT, NATURAL FLAVOR, MILK","['cream', 'skim milk', 'sugar', 'peanuts', 'banana puree', 'egg yolks', 'coconut oil', 'peanut oil', 'cocoa processed with alkali', 'butter oil', 'soy lecithin', 'salt', 'natural flavor', 'milk']","['cream', 'skim milk', 'sugar', 'peanuts', 'banana puree', 'egg yolks', 'coconut oil', 'peanut oil', 'cocoa processed with alkali', 'butter oil', 'soy lecithin', 'salt', 'natural flavor', 'milk']","{'butter oil', 'milk', 'egg yolks', 'cocoa processed with alkali', 'skim milk', 'peanuts', 'sugar', 'salt', 'cream', 'peanut oil', 'coconut oil', 'banana puree', 'natural flavor', 'soy lecithin'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
59,2_hd,Bourbon Praline Pecan Ice Cream,,Treat yourself to ice cream infused with smooth Bourbon sprinkled with brown sugar and given the perfect crunch with praline pecans.,4.1,191,"CREAM, SKIM MILK, SUGAR, BROWN SUGAR, EGG YOLKS, PECANS, CORN SYRUP, MOLASSES, SWEETENED CONDENSED SKIM MILK (SKIM MILK, SUGAR), MAPLE SYRUP, BUTTER (CREAM, SALT), NATURAL FLAVORS (CONTAINS BARLEY), PECTIN, SALT, CORN STARCH, BAKING SODA, CARAMEL FLAVOR, BOURBON","['cream', 'skim milk', 'sugar', 'brown sugar', 'egg yolks', 'pecans', 'corn syrup', 'molasses', 'sweetened condensed skim milk (skim milk, sugar)', 'maple syrup', 'butter (cream, salt)', 'natural flavors (contains barley)', 'pectin', 'salt', 'corn starch', 'baking soda', 'caramel flavor', 'bourbon']","['cream', 'skim milk', 'sugar', 'brown sugar', 'egg yolks', 'pecans', 'corn syrup', 'molasses', 'sweetened condensed skim milk', 'maple syrup', 'butter', 'natural flavors', 'pectin', 'salt', 'corn starch', 'baking soda', 'caramel flavor', 'bourbon']","{'sweetened condensed skim milk', 'butter', 'egg yolks', 'pectin', 'corn starch', 'natural flavors', 'brown sugar', 'skim milk', 'molasses', 'sugar', 'bourbon', 'salt', 'baking soda', 'cream', 'pecans', 'corn syrup', 'caramel flavor', 'maple syrup'}",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,3_hd,Bourbon Vanilla Bean Truffle Ice Cream,,"A classic pairing made even better, enjoy creamy vanilla bean ice cream dotted with chocolate truffles and swirled with spicy Bourbon.",4.0,89,"CREAM, SKIM MILK, SUGAR, HONEY, EGG YOLKS, BROWN SUGAR, MOLASSES, COCONUT OIL, SOYBEAN OIL, COCOA PROCESSED WITH ALKALI, BOURBON, COCOA, CORN STARCH, GROUND VANILLA BEANS, NATURAL FLAVORS, VANILLA EXTRACT, PECTIN, SOY LECITHIN","['cream', 'skim milk', 'sugar', 'honey', 'egg yolks', 'brown sugar', 'molasses', 'coconut oil', 'soybean oil', 'cocoa processed with alkali', 'bourbon', 'cocoa', 'corn starch', 'ground vanilla beans', 'natural flavors', 'vanilla extract', 'pectin', 'soy lecithin']","['cream', 'skim milk', 'sugar', 'honey', 'egg yolks', 'brown sugar', 'molasses', 'coconut oil', 'soybean oil', 'cocoa processed with alkali', 'bourbon', 'cocoa', 'corn starch', 'ground vanilla beans', 'natural flavors', 'vanilla extract', 'pectin', 'soy lecithin']","{'soybean oil', 'egg yolks', 'cocoa processed with alkali', 'corn starch', 'cocoa', 'brown sugar', 'skim milk', 'vanilla extract', 'pectin', 'molasses', 'honey', 'sugar', 'bourbon', 'ground vanilla beans', 'cream', 'coconut oil', 'natural flavors', 'soy lecithin'}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
61,4_hd,Butter Pecan Ice Cream,,"An American classic, revisited with our passion for singular flavor. We blend spoonful after spoonful of buttery roasted pecans with pure, sweet cream to create a delight like no other.",4.3,111,"CREAM, SKIM MILK, SUGAR, PECANS, LACTOSE REDUCED SKIM MILK, CORN SYRUP, EGG YOLKS, COCONUT OIL, SALT, BUTTER, CREAM, SALT, VANILLA EXTRACT","['cream', 'skim milk', 'sugar', 'pecans', 'lactose reduced skim milk', 'corn syrup', 'egg yolks', 'coconut oil', 'salt', 'butter', 'cream', 'salt', 'vanilla extract']","['cream', 'skim milk', 'sugar', 'pecans', 'lactose reduced skim milk', 'corn syrup', 'egg yolks', 'coconut oil', 'salt', 'butter', 'cream', 'salt', 'vanilla extract']","{'butter', 'egg yolks', 'vanilla extract', 'lactose reduced skim milk', 'skim milk', 'sugar', 'salt', 'cream', 'pecans', 'corn syrup', 'coconut oil'}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62,5_hd,Caramel Soft Dipped Ice Cream Bar,,"Introducing New Soft Dipped Caramel Ice Cream Bars. A delicious pairing of indulgent caramel ice cream with a rich caramel swirl, covered in a soft chocolate truffle coating.",4.9,8,"CARAMEL ICE CREAM: CREAM, SKIM MILK, SUGAR, EGG YOLKS, SWEETENED CONDENSED MILK (CONDENSED MILK SUGAR), CORN SYRUP, SALT, PECTIN, BAKING SODA, VANILLA EXTRACT. CHOCOLATY COATING: SUGAR, COCOA PROCESSED WITH ALKALI, CANOLA OIL, PALM OIL, MILKFAT, SOY LECITHIN. SALTED CARAMEL SWIRL: CORN SYRUP, SWEETENED CONDENSED MILK (CONDENSED MILK SUGAR), CREAM, SUGAR, WATER, BUTTER (CREAM, SALT), SALT, PECTIN, MILKFAT, SOY LECITHIN.
CONTAINS: MILK, EGG AND SOY INGREDIENTS","['cream', 'skim milk', 'sugar', 'egg yolks', 'sweetened condensed milk (condensed milk sugar)', 'corn syrup', 'salt', 'pectin', 'baking soda', 'vanilla extract', 'sugar', 'cocoa processed with alkali', 'canola oil', 'palm oil', 'milkfat', 'soy lecithin', 'corn syrup', 'sweetened condensed milk (condensed milk sugar)', 'cream', 'sugar', 'water', 'butter (cream, salt)', 'salt', 'pectin', 'milkfat', 'soy lecithin', 'milk', 'egg and soy ingredients']","['cream', 'skim milk', 'sugar', 'egg yolks', 'sweetened condensed milk', 'corn syrup', 'salt', 'pectin', 'baking soda', 'vanilla extract', 'sugar', 'cocoa processed with alkali', 'canola oil', 'palm oil', 'milkfat', 'soy lecithin', 'corn syrup', 'sweetened condensed milk', 'cream', 'sugar', 'water', 'butter', 'salt', 'pectin', 'milkfat', 'soy lecithin', 'milk', 'egg and soy ingredients']","{'butter', 'vanilla extract', 'skim milk', 'milkfat', 'canola oil', 'water', 'milk', 'pectin', 'salt', 'baking soda', 'cream', 'egg and soy ingredients', 'palm oil', 'sugar', 'corn syrup', 'egg yolks', 'cocoa processed with alkali', 'sweetened condensed milk', 'soy lecithin'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
63,6_hd,Caramel Cone Ice Cream,,"We balance a creamy blend of caramel ice cream and rich caramel swirls with the sweet crunch of chocolaty cone pieces to create a sweet, harmonious bite.",4.7,185,"CREAM, SKIM MILK, SUGAR, EGG YOLKS, SWEETENED CONDENSED MILK, MILK, SUGAR, CORN SYRUP, BUTTER, CREAM, SALT, SALT, PECTIN, NATURAL FLAVOR, SUGAR, CONE PIECES, WHEAT FLOUR, SUGAR, SOYBEAN OIL, SOY LECITHIN, SALT, COCONUT OIL, COCOA, COCOA PROCESSED WITH ALKALI, BUTTER OIL, SUGAR, CONDENSED SKIM MILK, CORN SYRUP, WATER, BUTTER, CREAM, SALT, SALT, PECTIN, NATURAL FLAVOR, BAKING SODA","['cream', 'skim milk', 'sugar', 'egg yolks', 'sweetened condensed milk', 'milk', 'sugar', 'corn syrup', 'butter', 'cream', 'salt', 'salt', 'pectin', 'natural flavor', 'sugar', 'cone pieces', 'wheat flour', 'sugar', 'soybean oil', 'soy lecithin', 'salt', 'coconut oil', 'cocoa', 'cocoa processed with alkali', 'butter oil', 'sugar', 'condensed skim milk', 'corn syrup', 'water', 'butter', 'cream', 'salt', 'salt', 'pectin', 'natural flavor', 'baking soda']","['cream', 'skim milk', 'sugar', 'egg yolks', 'sweetened condensed milk', 'milk', 'sugar', 'corn syrup', 'butter', 'cream', 'salt', 'salt', 'pectin', 'natural flavor', 'sugar', 'cone pieces', 'wheat flour', 'sugar', 'soybean oil', 'soy lecithin', 'salt', 'coconut oil', 'cocoa', 'cocoa processed with alkali', 'butter oil', 'sugar', 'condensed skim milk', 'corn syrup', 'water', 'butter', 'cream', 'salt', 'salt', 'pectin', 'natural flavor', 'baking soda']","{'butter', 'skim milk', 'water', 'soybean oil', 'milk', 'wheat flour', 'pectin', 'condensed skim milk', 'salt', 'baking soda', 'cream', 'cone pieces', 'cocoa', 'sugar', 'corn syrup', 'natural flavor', 'butter oil', 'egg yolks', 'cocoa processed with alkali', 'coconut oil', 'sweetened condensed milk', 'soy lecithin'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
64,7_hd,Caramel Cone Ice Cream Bar,,"Your favorite Caramel Pizzelle Bar, renamed. Golden ribbons of caramel in creamy vanilla gelato, enrobed in rich milk chocolate and crunchy italian style cone pieces.",4.8,23,"CREAM, SKIM MILK, SUGAR, EGG YOLKS, MILK CHOCOLATE, SUGAR, WHOLE MILK POWDER, CHOCOLATE, COCOA BUTTER, SOY LECITHIN, VANILLA EXTRACT, CORN SYRUP, SWEETENED CONDENSED MILK, CONDENSED MILK, SUGAR, CREAM, SUGAR, WATER, BUTTER, CREAM, SALT, SALT, PECTIN, WHEAT FLOUR, SUGAR, SOYBEAN OIL, SOY LECITHIN","['cream', 'skim milk', 'sugar', 'egg yolks', 'milk chocolate', 'sugar', 'whole milk powder', 'chocolate', 'cocoa butter', 'soy lecithin', 'vanilla extract', 'corn syrup', 'sweetened condensed milk', 'condensed milk', 'sugar', 'cream', 'sugar', 'water', 'butter', 'cream', 'salt', 'salt', 'pectin', 'wheat flour', 'sugar', 'soybean oil', 'soy lecithin']","['cream', 'skim milk', 'sugar', 'egg yolks', 'milk chocolate', 'sugar', 'whole milk powder', 'chocolate', 'cocoa butter', 'soy lecithin', 'vanilla extract', 'corn syrup', 'sweetened condensed milk', 'condensed milk', 'sugar', 'cream', 'sugar', 'water', 'butter', 'cream', 'salt', 'salt', 'pectin', 'wheat flour', 'sugar', 'soybean oil', 'soy lecithin']","{'butter', 'milk chocolate', 'condensed milk', 'whole milk powder', 'vanilla extract', 'skim milk', 'cocoa butter', 'chocolate', 'water', 'soybean oil', 'wheat flour', 'pectin', 'salt', 'cream', 'sugar', 'corn syrup', 'egg yolks', 'sweetened condensed milk', 'soy lecithin'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
65,8_hd,Cherry Vanilla Ice Cream,,"The cherries of spring lend their delightful taste to our cherry vanilla ice cream. It is the perfect combination of pure, sweet cream and juicy black cherries.",4.2,26,"CREAM, SKIM MILK, SUGAR, BLACK CHERRIES, EGG YOLKS, CHERRIES, CHERRY JUICE CONCENTRATE, VANILLA EXTRACT, APPLE JUICE, NATURAL FLAVOR, LEMON JUICE CONCENTRATE, PECTIN","['cream', 'skim milk', 'sugar', 'black cherries', 'egg yolks', 'cherries', 'cherry juice concentrate', 'vanilla extract', 'apple juice', 'natural flavor', 'lemon juice concentrate', 'pectin']","['cream', 'skim milk', 'sugar', 'black cherries', 'egg yolks', 'cherries', 'cherry juice concentrate', 'vanilla extract', 'apple juice', 'natural flavor', 'lemon juice concentrate', 'pectin']","{'cherries', 'cherry juice concentrate', 'egg yolks', 'pectin', 'apple juice', 'vanilla extract', 'skim milk', 'sugar', 'cream', 'lemon juice concentrate', 'natural flavor', 'black cherries'}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66,9_hd,Chocolate Ice Cream,,"Rich, creamy, and totally indulgent. Made from the finest cocoa and pure, sweet cream, our chocolate ice cream is the ultimate experience.",4.9,90,"CREAM, SKIM MILK, CANE SUGAR, COCOA PROCESSED WITH ALKALI, EGG YOLKS","['cream', 'skim milk', 'cane sugar', 'cocoa processed with alkali', 'egg yolks']","['cream', 'skim milk', 'cane sugar', 'cocoa processed with alkali', 'egg yolks']","{'cane sugar', 'egg yolks', 'cocoa processed with alkali', 'skim milk', 'cream'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
67,10_hd,Chocolate Soft Dipped Ice Cream Bar,,Introducing New Soft Dipped Chocolate Ice Cream Bars. A decadent pairing of rich chocolate ice cream covered in a soft chocolate truffle coating.,2.6,25,"CHOCOLATE ICE CREAM: CREAM, SKIM MILK, SUGAR, COCOA PROCESSED WITH ALKALI, EGG YOLKS. CHOCOLATY COATING: SUGAR, COCOA PROCESSED WITH ALKALI, CANOLA OIL, PALM OIL, SOY LECITHIN.
CONTAINS: MILK, EGG AND SOY INGREDIENTS","['cream', 'skim milk', 'sugar', 'cocoa processed with alkali', 'egg yolks', 'sugar', 'cocoa processed with alkali', 'canola oil', 'palm oil', 'soy lecithin', 'milk', 'egg and soy ingredients']","['cream', 'skim milk', 'sugar', 'cocoa processed with alkali', 'egg yolks', 'sugar', 'cocoa processed with alkali', 'canola oil', 'palm oil', 'soy lecithin', 'milk', 'egg and soy ingredients']","{'palm oil', 'egg yolks', 'cocoa processed with alkali', 'milk', 'skim milk', 'sugar', 'cream', 'egg and soy ingredients', 'soy lecithin', 'canola oil'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
68,11_hd,Chocolate Chip Cookie Dough Ice Cream,,"For those who relish a taste of something playful, we re-created a childhood treat. We blend chunks of buttery cookie dough and sweet fudge chips with our finest pure vanilla ice cream. Ah, such sweet memories.",3.3,29,"CREAM, SKIM MILK, SUGAR, WHEAT FLOUR, BROWN SUGAR, MOLASSES, SUGAR, BUTTER, CREAM, SALT, EGG YOLKS, COCONUT OIL, VANILLA EXTRACT, COCOA PROCESSED WITH ALKALI, CORN OIL, FRUCTOSE, BUTTER OIL, CORN SYRUP, CORN STARCH, SOY LECITHIN, SALT, BAKING SODA, NATURAL FLAVOR, MILK","['cream', 'skim milk', 'sugar', 'wheat flour', 'brown sugar', 'molasses', 'sugar', 'butter', 'cream', 'salt', 'egg yolks', 'coconut oil', 'vanilla extract', 'cocoa processed with alkali', 'corn oil', 'fructose', 'butter oil', 'corn syrup', 'corn starch', 'soy lecithin', 'salt', 'baking soda', 'natural flavor', 'milk']","['cream', 'skim milk', 'sugar', 'wheat flour', 'brown sugar', 'molasses', 'sugar', 'butter', 'cream', 'salt', 'egg yolks', 'coconut oil', 'vanilla extract', 'cocoa processed with alkali', 'corn oil', 'fructose', 'butter oil', 'corn syrup', 'corn starch', 'soy lecithin', 'salt', 'baking soda', 'natural flavor', 'milk']","{'butter', 'vanilla extract', 'skim milk', 'molasses', 'wheat flour', 'milk', 'brown sugar', 'salt', 'baking soda', 'cream', 'corn starch', 'sugar', 'corn oil', 'corn syrup', 'natural flavor', 'butter oil', 'egg yolks', 'cocoa processed with alkali', 'fructose', 'coconut oil', 'soy lecithin'}",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
